Any,Codi,Literal,Homes. De 0 a 14 anys,Homes. De 15 a 64 anys,Homes. De 65 anys i més,Dones. De 0 a 14 anys,Dones. De 15 a 64 anys,Dones. De 65 anys i més,Total. De 0 a 14 anys,Total. De 15 a 64 anys,Total. De 65 anys i més
2020,080497,Casserres,115,493,195,104,451,230,219,944,425
2020,080575,Castell de l'Areny,4,24,9,2,26,2,6,50,11
2020,259046,Castell de Mur,9,57,30,5,44,28,14,101,58
2020,250642,Castellar de la Ribera,15,36,15,11,36,18,26,72,33
2020,080522,Castellar de n'Hug,4,64,16,7,42,23,11,106,39
2020,080500,Castellar del Riu,17,61,21,14,48,15,31,109,36
2020,080517,Castellar del Vallès,2058,8222,1809,1868,8240,2291,3926,16462,4100
2020,080538,Castellbell i el Vilar,255,1323,323,286,1153,379,541,2476,702
2020,080543,Castellbisbal,1137,4392,778,1086,4218,928,2223,8610,1706
2020,080556,Castellcir,65,276,56,67,234,44,132,510,100
2020,250674,Castelldans,53,341,103,58,260,115,111,601,218
2020,080569,Castelldefels,5625,23216,4321,5178,23335,5785,10803,46551,10106
2020,080581,Castellet i la Gornal,167,853,219,165,731,247,332,1584,466
2020,170464,Castellfollit de la Roca,82,293,113,52,273,134,134,566,247
2020,080608,Castellfollit de Riubregós,6,60,25,8,37,26,14,97,51
2020,080594,Castellfollit del Boix,37,153,38,36,129,54,73,282,92
2020,080615,Castellgalí,199,710,193,174,637,206,373,1347,399
2020,080620,Castellnou de Bages,132,546,92,128,448,91,260,994,183
2020,250680,Castellnou de Seana,48,213,93,42,167,102,90,380,195
2020,170470,Castelló d'Empúries,860,3762,982,871,3575,1050,1731,7337,2032
2020,250693,Castelló de Farfanya,32,190,69,34,138,76,66,328,145
2020,080636,Castellolí,43,209,50,81,187,56,124,396,106
2020,170486,Castell-Platja d'Aro,796,3629,1001,769,3674,1161,1565,7303,2162
2020,250707,Castellserà,60,323,122,58,274,159,118,597,281
2020,080641,Castellterçol,159,859,257,165,773,335,324,1632,592
2020,430424,Castellvell del Camp,236,965,216,209,992,210,445,1957,426
2020,080654,Castellví de la Marca,108,525,162,105,493,182,213,1018,344
2020,080667,Castellví de Rosanes,140,682,127,166,646,172,306,1328,299
2020,430430,"Catllar, el",412,1605,349,347,1509,335,759,3114,684
2020,250714,Cava,2,19,8,1,8,7,3,27,15
2020,171899,"Cellera de Ter, la",143,613,203,136,602,253,279,1215,456
2020,170499,Celrà,586,1938,272,578,1876,311,1164,3814,583
2020,080673,Centelles,605,2485,606,564,2398,855,1169,4883,1461
2020,082687,Cercs,63,371,134,56,330,196,119,701,330
2020,082665,Cerdanyola del Vallès,4151,19131,5002,3816,19443,6312,7967,38574,11314
2020,080689,Cervelló,773,3087,711,703,2932,871,1476,6019,1582
2020,250729,Cervera,796,3301,681,763,2960,849,1559,6261,1530
2020,250735,Cervià de les Garrigues,33,217,100,32,176,104,65,393,204
2020,170502,Cervià de Ter,93,314,87,76,311,85,169,625,172
2020,170519,Cistella,16,89,32,21,94,30,37,183,62
2020,250740,Ciutadilla,12,66,33,12,53,32,24,119,65
2020,250753,Clariana de Cardener,12,57,17,9,53,13,21,110,30
2020,250766,"Cogul, el",5,49,29,2,39,27,7,88,56
2020,170545,Colera,12,134,71,21,133,74,33,267,145
2020,250772,Coll de Nargó,33,165,79,26,160,77,59,325,156
2020,080692,Collbató,434,1621,304,361,1495,329,795,3116,633
2020,430458,Colldejou,11,61,21,7,45,23,18,106,44
2020,080706,Collsuspina,33,111,39,36,109,31,69,220,70
2020,170558,Colomers,7,56,21,11,51,28,18,107,49
2020,251636,"Coma i la Pedra, la",14,107,30,9,72,23,23,179,53
2020,251615,Conca de Dalt,23,116,70,27,110,64,50,226,134
2020,430461,Conesa,6,31,13,2,32,16,8,63,29
2020,430477,Constantí,645,2335,465,611,2101,508,1256,4436,973
2020,080713,Copons,26,97,34,33,91,40,59,188,74
2020,430483,Corbera d'Ebre,63,339,127,43,284,147,106,623,274
2020,080728,Corbera de Llobregat,1240,5240,974,1171,5060,1197,2411,10300,2171
2020,250788,Corbins,126,561,124,103,383,165,229,944,289
2020,170577,Corçà,118,382,142,87,385,154,205,767,296
2020,080734,Cornellà de Llobregat,6664,29437,7521,6409,29455,10450,13073,58892,17971
2020,170561,Cornellà del Terri,212,774,229,191,750,243,403,1524,472
2020,430496,Cornudella de Montsant,46,360,95,51,276,116,97,636,211
2020,430509,Creixell,286,1206,403,255,1133,475,541,2339,878
2020,170583,Crespià,15,87,25,19,74,34,34,161,59
2020,179011,"Cruïlles, Monells i Sant Sadurní de l'Heura",88,418,126,88,419,131,176,837,257
2020,080749,Cubelles,1359,5324,1261,1239,5154,1433,2598,10478,2694
2020,250791,Cubells,15,112,52,11,90,58,26,202,110
2020,430516,Cunit,989,4239,1422,1012,4237,1634,2001,8476,3056
2020,170600,Darnius,25,183,64,31,157,77,56,340,141
2020,170617,Das,18,83,20,26,67,20,44,150,40
2020,439018,Deltebre,828,3864,1157,770,3550,1409,1598,7414,2566
2020,080752,Dosrius,480,2037,364,469,1894,408,949,3931,772
2020,430537,Duesaigües,15,98,25,16,62,28,31,160,53
2020,170622,"Escala, l'",713,3373,1101,671,3191,1195,1384,6564,2296
2020,080765,Esparreguera,1794,7789,1690,1692,7276,2061,3486,15065,3751
2020,170638,Espinelves,13,79,20,18,65,26,31,144,46
2020,250812,"Espluga Calba, l'",15,98,55,17,84,60,32,182,115
2020,430542,"Espluga de Francolí, l'",241,1237,352,253,1169,484,494,2406,836
2020,080771,Esplugues de Llobregat,3372,14419,4670,3161,15291,6237,6533,29710,10907
2020,170643,Espolla,28,115,61,18,125,65,46,240,126
2020,170656,Esponellà,45,135,54,41,129,59,86,264,113
2020,250827,Espot,16,143,38,23,114,32,39,257,70
2020,080787,"Espunyola, l'",15,76,29,12,76,34,27,152,63
2020,082541,"Esquirol, l'",137,717,244,139,675,274,276,1392,518
2020,250886,Estamariu,9,38,25,8,31,14,17,69,39
2020,080790,"Estany, l'",35,129,51,16,109,68,51,238,119
2020,250851,Estaràs,5,43,31,12,46,19,17,89,50
2020,250864,Esterri d'Àneu,47,284,51,55,292,75,102,576,126
2020,250870,Esterri de Cardós,5,23,6,5,19,6,10,42,12
2020,430555,Falset,229,864,266,200,831,345,429,1695,611
2020,170059,"Far d'Empordà, el",51,211,49,50,182,59,101,393,108
2020,250899,Farrera,6,42,15,6,28,11,12,70,26
2020,430568,"Fatarella, la",36,269,146,49,244,182,85,513,328
2020,430574,"Febró, la",0,16,9,0,11,4,0,27,13
2020,081347,Figaró-Montmany,72,389,98,91,367,125,163,756,223
2020,080804,Fígols,2,18,6,1,9,7,3,27,13
2020,259084,Fígols i Alinyà,11,89,40,10,59,35,21,148,75
2020,430580,"Figuera, la",3,42,17,3,27,22,6,69,39
2020,170669,Figueres,4319,15967,3077,4020,15581,4271,8339,31548,7348
2020,430593,Figuerola del Camp,27,108,29,24,102,39,51,210,68
2020,170675,Flaçà,93,368,90,90,352,137,183,720,227
2020,430607,Flix,184,1105,434,159,990,538,343,2095,972
2020,250925,"Floresta, la",2,55,19,6,37,21,8,92,40
2020,080826,Fogars de la Selva,90,530,137,88,474,150,178,1004,287
2020,080811,Fogars de Montclús,47,160,42,44,144,38,91,304,80
2020,170681,Foixà,11,100,40,15,84,53,26,184,93
2020,080832,Folgueroles,219,763,168,198,713,204,417,1476,372
2020,250931,Fondarella,51,266,71,56,248,84,107,514,155
2020,080847,Fonollosa,105,495,152,95,467,145,200,962,297
2020,170694,Fontanals de Cerdanya,20,140,52,30,140,55,50,280,107
2020,170708,Fontanilles,9,53,19,8,37,20,17,90,39
2020,170715,Fontcoberta,135,466,131,117,490,130,252,956,261
2020,080850,Font-rubí,101,487,156,100,421,149,201,908,305
2020,250946,Foradada,15,88,29,10,36,25,25,124,54
2020,179026,Forallac,119,539,169,119,551,198,238,1090,367
2020,430614,Forès,1,13,12,0,8,9,1,21,21
2020,170736,Fornells de la Selva,278,885,170,242,905,190,520,1790,360
2020,170741,Fortià,56,267,72,55,251,86,111,518,158
2020,080863,"Franqueses del Vallès, les",1942,7084,1305,1857,6667,1509,3799,13751,2814
2020,430629,Freginals,16,149,41,11,104,64,27,253,105
2020,250962,"Fuliola, la",98,401,121,106,353,171,204,754,292
2020,250978,Fulleda,1,33,19,2,30,17,3,63,36
2020,080902,Gaià,14,68,16,14,55,16,28,123,32
2020,430635,"Galera, la",49,238,95,39,200,115,88,438,210
2020,080879,Gallifa,10,62,17,5,52,21,15,114,38
2020,430640,Gandesa,243,1024,322,213,912,382,456,1936,704
2020,430653,Garcia,33,162,64,33,156,79,66,318,143
2020,430666,"Garidells, els",9,69,18,12,66,16,21,135,34
2020,080885,"Garriga, la",1410,5441,1205,1298,5676,1638,2708,11117,2843
2020,170754,Garrigàs,38,156,40,33,143,41,71,299,81
2020,170767,Garrigoles,13,57,18,15,46,18,28,103,36
2020,170773,Garriguella,61,268,96,70,263,95,131,531,191
2020,080898,Gavà,3875,15512,3635,3610,15706,4719,7485,31218,8354
2020,250984,Gavet de la Conca,10,79,42,9,68,53,19,147,95
2020,080919,Gelida,689,2628,525,640,2519,669,1329,5147,1194
2020,170789,Ger,38,140,44,42,140,45,80,280,89
2020,259123,Gimenells i el Pla de la Font,80,399,121,72,308,140,152,707,261
2020,430672,Ginestar,42,249,116,27,212,118,69,461,234
2020,170792,Girona,8577,34421,6811,8024,35959,9577,16601,70380,16388
2020,080924,Gironella,399,1506,556,334,1444,707,733,2950,1263
2020,080930,Gisclareny,2,10,4,0,8,2,2,18,6
2020,430688,Godall,25,174,97,37,165,100,62,339,197
2020,250997,Golmés,144,640,156,167,574,174,311,1214,330
2020,170806,Gombrèn,21,57,17,14,56,27,35,113,44
2020,251001,Gósol,10,78,30,7,52,29,17,130,59
2020,080945,"Granada, la",196,755,146,189,729,193,385,1484,339
2020,251018,"Granadella, la",50,241,101,32,184,108,82,425,209
2020,080958,Granera,3,37,12,2,17,6,5,54,18
2020,251023,"Granja d'Escarp, la",48,359,102,54,230,129,102,589,231
2020,080961,Granollers,4780,21335,4776,4482,20594,6452,9262,41929,11228
2020,251039,Granyanella,5,46,29,4,42,17,9,88,46
2020,251057,Granyena de les Garrigues,9,54,22,6,29,20,15,83,42
2020,251044,Granyena de Segarra,6,50,26,13,31,25,19,81,51
2020,430691,Gratallops,9,90,29,7,65,37,16,155,66
2020,080977,Gualba,155,544,95,155,476,123,310,1020,218
2020,170813,Gualta,37,156,41,27,108,33,64,264,74
2020,080996,Guardiola de Berguedà,45,333,114,55,272,122,100,605,236
2020,430705,"Guiamets, els",9,89,35,12,78,55,21,167,90
2020,170828,Guils de Cerdanya,37,203,54,39,165,51,76,368,105
2020,251095,Guimerà,10,86,45,16,59,55,26,145,100
2020,259031,"Guingueta d'Àneu, la",16,100,40,13,83,37,29,183,77
2020,251109,Guissona,742,2846,305,636,2321,398,1378,5167,703
2020,251116,Guixers,8,48,24,4,29,19,12,77,43
2020,081000,Gurb,227,958,214,207,863,244,434,1821,458
2020,430712,Horta de Sant Joan,74,366,159,56,312,179,130,678,338
2020,081017,"Hospitalet de Llobregat, l'",19303,88420,22566,18192,89701,31200,37495,178121,53766
2020,081629,"Hostalets de Pierola, els",257,1070,191,246,984,232,503,2054,423
2020,170834,Hostalric,382,1447,329,358,1353,422,740,2800,751
2020,081022,Igualada,3418,13219,3436,3225,12764,4680,6643,25983,8116
2020,251155,Isona i Conca Dellà,62,336,164,51,266,163,113,602,327
2020,170849,Isòvol,23,105,35,19,72,27,42,177,62
2020,251137,Ivars d'Urgell,100,504,202,105,380,246,205,884,448
2020,251121,Ivars de Noguera,19,113,41,20,91,48,39,204,89
2020,251142,Ivorra,0,44,15,2,26,21,2,70,36
2020,170852,Jafre,30,132,47,19,101,58,49,233,105
2020,170865,"Jonquera, la",305,1136,220,268,1119,272,573,2255,492
2020,081038,Jorba,72,307,50,63,279,62,135,586,112
2020,259101,Josa i Tuixén,2,40,17,3,27,14,5,67,31
2020,170871,Juià,26,111,26,24,100,32,50,211,58
2020,251180,Juncosa,10,144,52,24,103,62,34,247,114
2020,251193,Juneda,286,1237,354,233,980,411,519,2217,765
2020,251214,Les,60,350,54,80,348,79,140,698,133
2020,251229,Linyola,191,909,267,205,836,309,396,1745,576
2020,081043,"Llacuna, la",57,331,105,57,232,121,114,563,226
2020,170887,Lladó,80,263,68,92,276,65,172,539,133
2020,251235,Lladorre,13,77,29,13,72,33,26,149,62
2020,251240,Lladurs,8,56,31,11,53,21,19,109,52
2020,081056,"Llagosta, la",1057,4515,1119,1062,4357,1477,2119,8872,2596
2020,170890,Llagostera,748,2973,652,734,2722,818,1482,5695,1470
2020,170904,Llambilles,61,244,61,48,231,68,109,475,129
2020,170911,Llanars,36,163,75,34,161,66,70,324,141
2020,170926,Llançà,328,1559,466,304,1511,607,632,3070,1073
2020,251253,Llardecans,23,141,73,15,113,79,38,254,152
2020,251266,Llavorsí,20,118,38,19,114,37,39,232,75
2020,251207,Lleida,11042,47974,10525,10463,45670,14729,21505,93644,25254
2020,170932,Llers,81,406,122,93,394,141,174,800,263
2020,251272,Lles de Cerdanya,17,99,41,14,70,29,31,169,70
2020,081075,Lliçà d'Amunt,1258,5392,1256,1166,5088,1309,2424,10480,2565
2020,081081,Lliçà de Vall,516,2191,612,435,2126,617,951,4317,1229
2020,251288,Llimiana,9,49,28,6,35,19,15,84,47
2020,081069,Llinars del Vallès,778,3404,809,670,3354,1003,1448,6758,1812
2020,170947,Llívia,91,524,130,100,456,130,191,980,260
2020,430727,"Lloar, el",4,36,16,8,29,12,12,65,28
2020,251291,Llobera,18,61,28,7,46,28,25,107,56
2020,430733,Llorac,3,30,15,4,30,9,7,60,24
2020,430748,Llorenç del Penedès,199,770,211,174,759,282,373,1529,493
2020,170950,Lloret de Mar,3093,14240,2593,2916,13094,3153,6009,27334,5746
2020,170963,"Llosses, les",20,84,17,14,61,16,34,145,33
2020,081094,Lluçà,21,93,21,32,87,22,53,180,43
2020,171024,Maçanet de Cabrenys,32,229,91,34,196,116,66,425,207
2020,171030,Maçanet de la Selva,498,2522,616,552,2196,682,1050,4718,1298
2020,170979,Madremanya,27,83,27,25,95,31,52,178,58
2020,170985,Maià de Montcal,28,182,50,32,124,47,60,306,97
2020,251333,Maials,41,329,130,45,230,134,86,559,264
2020,251305,Maldà,14,65,30,8,66,44,22,131,74
2020,081108,Malgrat de Mar,1341,6312,1676,1272,5932,2239,2613,12244,3915
2020,081115,Malla,24,88,26,19,83,32,43,171,58
2020,081120,Manlleu,1826,7111,1575,1776,6535,2089,3602,13646,3664
2020,081136,Manresa,6434,25408,6493,6016,24885,9009,12450,50293,15502
2020,430764,Marçà,41,207,64,38,182,68,79,389,132
2020,430751,Margalef,5,41,17,4,24,15,9,65,32
2020,082423,Marganell,15,86,26,9,91,39,24,177,65
2020,081141,Martorell,2511,10094,2050,2351,9101,2665,4862,19195,4715
2020,081154,Martorelles,355,1633,447,330,1527,528,685,3160,975
2020,430770,Mas de Barberans,23,174,84,27,155,101,50,329,185
2020,171002,Masarac,15,112,23,18,89,31,33,201,54
2020,430786,Masdenverge,76,338,132,60,331,134,136,669,266
2020,081167,"Masies de Roda, les",55,235,78,49,221,81,104,456,159
2020,081173,"Masies de Voltregà, les",219,1053,277,210,1045,328,429,2098,605
2020,430799,Masllorenç,38,190,46,30,146,55,68,336,101
2020,081189,"Masnou, el",1767,7818,1939,1670,7882,2755,3437,15700,4694
2020,430803,"Masó, la",23,83,42,16,75,41,39,158,83
2020,430810,Maspujols,83,279,59,64,275,63,147,554,122
2020,081192,Masquefa,801,3347,610,797,3134,713,1598,6481,1323
2020,430825,"Masroig, el",23,178,72,26,126,67,49,304,139
2020,251312,Massalcoreig,22,272,60,28,151,77,50,423,137
2020,171019,Massanes,81,246,93,73,225,78,154,471,171
2020,251327,Massoteres,16,83,18,20,59,16,36,142,34
2020,081206,Matadepera,879,3113,764,799,3094,847,1678,6207,1611
2020,081213,Mataró,10698,44027,9751,10038,42008,13139,20736,86035,22890
2020,081228,Mediona,205,766,221,184,727,266,389,1493,487
2020,251348,Menàrguens,38,311,96,41,220,107,79,531,203
2020,170998,Meranges,8,38,9,7,29,9,15,67,18
2020,171058,Mieres,24,118,34,24,100,45,48,218,79
2020,430831,"Milà, el",13,61,17,17,59,23,30,120,40
2020,251351,Miralcamp,119,454,144,115,401,152,234,855,296
2020,430846,Miravet,56,229,90,42,184,105,98,413,195
2020,081385,Moià,487,2298,496,482,1991,629,969,4289,1125
2020,430859,"Molar, el",11,101,43,8,75,53,19,176,96
2020,081234,Molins de Rei,2243,8475,1921,2110,8636,2555,4353,17111,4476
2020,251370,Mollerussa,1342,5274,908,1293,4632,1200,2635,9906,2108
2020,171061,Mollet de Peralada,18,58,28,14,48,32,32,106,60
2020,081249,Mollet del Vallès,4015,17411,3984,3786,17341,5063,7801,34752,9047
2020,171077,Molló,19,104,43,28,88,54,47,192,97
2020,251364,"Molsosa, la",2,33,16,4,32,17,6,65,33
2020,081287,Monistrol de Calders,47,241,78,35,218,83,82,459,161
2020,081271,Monistrol de Montserrat,256,1074,273,236,969,331,492,2043,604
2020,171096,Montagut i Oix,60,337,84,66,294,89,126,631,173
2020,430862,Montblanc,612,2513,617,510,2344,783,1122,4857,1400
2020,430884,Montbrió del Camp,304,986,209,271,904,235,575,1890,444
2020,081252,Montcada i Reixac,3145,12643,2360,2980,12467,3208,6125,25110,5568
2020,081304,Montclar,13,42,17,13,41,13,26,83,30
2020,251399,Montellà i Martinet,34,208,76,24,171,65,58,379,141
2020,081311,Montesquiu,98,321,94,75,317,125,173,638,219
2020,251403,Montferrer i Castellbò,93,343,123,83,297,95,176,640,218
2020,430897,Montferri,33,133,44,37,121,35,70,254,79
2020,251386,Montgai,34,208,100,22,164,115,56,372,215
2020,081265,Montgat,1106,4074,849,990,4131,1050,2096,8205,1899
2020,081326,Montmajor,42,130,60,40,132,65,82,262,125
2020,081332,Montmaneu,10,45,26,3,44,23,13,89,49
2020,430901,"Montmell, el",114,575,153,107,490,143,221,1065,296
2020,081350,Montmeló,633,2932,755,616,2928,967,1249,5860,1722
2020,251425,Montoliu de Lleida,32,167,54,25,136,69,57,303,123
2020,251410,Montoliu de Segarra,10,63,29,6,51,28,16,114,57
2020,251431,Montornès de Segarra,3,25,18,5,26,19,8,51,37
2020,081363,Montornès del Vallès,1486,5726,1178,1462,5378,1414,2948,11104,2592
2020,430918,Mont-ral,11,66,22,9,46,14,20,112,36
2020,171100,Mont-ras,109,569,173,87,551,191,196,1120,364
2020,430923,Mont-roig del Camp,999,4315,1109,896,3986,1155,1895,8301,2264
2020,081379,Montseny,31,122,34,23,100,41,54,222,75
2020,430939,Móra d'Ebre,468,1937,469,403,1777,641,871,3714,1110
2020,430944,Móra la Nova,225,1051,291,205,984,352,430,2035,643
2020,430957,"Morell, el",332,1371,214,328,1231,266,660,2602,480
2020,430960,"Morera de Montsant, la",8,61,18,12,45,15,20,106,33
2020,081290,Muntanyola,47,231,50,55,205,44,102,436,94
2020,081398,Mura,16,74,27,17,61,25,33,135,52
2020,251459,Nalec,4,20,22,3,25,16,7,45,38
2020,250254,Naut Aran,134,677,142,119,639,125,253,1316,267
2020,081402,Navarcles,392,1986,580,405,1950,744,797,3936,1324
2020,081419,Navàs,465,1958,564,447,1881,703,912,3839,1267
2020,171117,Navata,123,450,119,119,478,138,242,928,257
2020,251462,Navès,22,97,27,19,87,32,41,184,59
2020,081424,"Nou de Berguedà, la",6,49,29,10,45,23,16,94,52
2020,430976,"Nou de Gaià, la",67,180,47,62,189,55,129,369,102
2020,430982,Nulles,64,164,46,42,136,57,106,300,103
2020,251484,Odèn,13,91,48,7,69,30,20,160,78
2020,081430,Òdena,344,1269,268,319,1134,334,663,2403,602
2020,171122,Ogassa,16,88,28,14,71,23,30,159,51
2020,081458,Olèrdola,330,1314,311,302,1202,309,632,2516,620
2020,081461,Olesa de Bonesvalls,155,671,142,136,588,148,291,1259,290
2020,081477,Olesa de Montserrat,2174,8152,1732,2012,7870,2204,4186,16022,3936
2020,251497,Oliana,103,557,258,111,545,269,214,1102,527
2020,251500,Oliola,9,73,27,12,58,24,21,131,51
2020,251517,Olius,114,324,89,86,292,76,200,616,165
2020,081483,Olivella,377,1417,260,370,1260,251,747,2677,511
2020,081496,Olost,70,374,142,79,378,159,149,752,301
2020,171143,Olot,2663,12377,2949,2563,11346,4028,5226,23723,6977
2020,251522,"Oluges, les",10,52,28,5,43,33,15,95,61
2020,081445,Olvan,50,284,85,48,256,135,98,540,220
2020,251538,"Omellons, els",7,64,39,10,48,38,17,112,77
2020,251543,"Omells de na Gaia, els",2,50,22,4,37,15,6,87,37
2020,171156,Ordis,25,123,45,25,109,34,50,232,79
2020,251556,Organyà,53,242,92,35,218,131,88,460,223
2020,081509,Orís,19,118,27,25,110,23,44,228,50
2020,081516,Oristà,36,170,76,26,157,84,62,327,160
2020,081521,Orpí,14,54,11,14,45,13,28,99,24
2020,081537,Òrrius,69,265,53,64,249,58,133,514,111
2020,251569,Os de Balaguer,67,328,106,70,309,100,137,637,206
2020,171169,Osor,30,155,47,16,130,50,46,285,97
2020,251575,Ossó de Sió,12,60,25,13,62,31,25,122,56
2020,081542,Pacs del Penedès,72,310,81,74,298,83,146,608,164
2020,081555,Palafolls,875,3340,599,811,3247,741,1686,6587,1340
2020,171175,Palafrugell,2004,7681,1846,1882,7457,2374,3886,15138,4220
2020,171181,Palamós,1274,5997,1602,1164,5984,2114,2438,11981,3716
2020,251581,"Palau d'Anglesola, el",176,727,168,172,678,245,348,1405,413
2020,171194,Palau de Santa Eulàlia,7,29,15,5,23,11,12,52,26
2020,171215,Palau-sator,26,103,40,23,83,35,49,186,75
2020,171208,Palau-saverdera,131,451,156,118,430,170,249,881,326
2020,081568,Palau-solità i Plegamans,1148,5009,1132,1185,5036,1382,2333,10045,2514
2020,431009,"Pallaresos, els",489,1684,250,460,1649,318,949,3333,568
2020,081574,Pallejà,1082,3906,806,939,3843,1046,2021,7749,1852
2020,430995,"Palma d'Ebre, la",10,97,58,14,85,74,24,182,132
2020,089058,"Palma de Cervelló, la",217,1033,225,233,1013,271,450,2046,496
2020,171236,Palol de Revardit,32,143,48,38,135,52,70,278,100
2020,171241,Pals,163,810,259,156,737,270,319,1547,529
2020,081580,"Papiol, el",360,1410,293,332,1399,378,692,2809,671
2020,171254,Pardines,12,60,18,10,46,23,22,106,41
2020,081593,Parets del Vallès,1644,6542,1332,1554,6333,1666,3198,12875,2998
2020,171267,Parlavà,27,122,47,29,111,55,56,233,102
2020,431016,Passanant i Belltall,3,59,32,1,32,28,4,91,60
2020,171289,Pau,35,180,65,31,171,75,66,351,140
2020,431021,Paüls,34,144,95,29,149,94,63,293,189
2020,171292,Pedret i Marzà,17,64,16,15,60,19,32,124,35
2020,251641,Penelles,24,168,63,22,99,60,46,267,123
2020,171306,"Pera, la",41,139,37,26,130,62,67,269,99
2020,081607,Perafita,29,126,53,20,124,53,49,250,106
2020,431037,Perafort,135,449,75,116,405,84,251,854,159
2020,171328,Peralada,123,640,174,137,607,217,260,1247,391
2020,251654,Peramola,14,114,45,18,101,55,32,215,100
2020,431042,"Perelló, el",206,869,367,206,795,383,412,1664,750
2020,081614,Piera,1337,5705,1211,1238,5145,1498,2575,10850,2709
2020,431055,"Piles, les",18,67,29,22,61,13,40,128,42
2020,081635,Pineda de Mar,1985,9326,2629,1958,8830,3256,3943,18156,5885
2020,431068,"Pinell de Brai, el",50,334,129,51,272,172,101,606,301
2020,251667,Pinell de Solsonès,12,73,28,4,47,29,16,120,57
2020,251673,Pinós,17,96,39,22,77,35,39,173,74
2020,431074,Pira,41,178,51,30,153,50,71,331,101
2020,431080,"Pla de Santa Maria, el",178,835,216,154,713,252,332,1548,468
2020,081640,"Pla del Penedès, el",110,427,101,123,399,115,233,826,216
2020,171334,"Planes d'Hostoles, les",132,528,206,107,485,254,239,1013,460
2020,171349,Planoles,24,103,38,17,80,42,41,183,80
2020,259118,"Plans de Sió, els",19,176,71,23,128,74,42,304,145
2020,251689,"Poal, el",46,225,79,38,195,87,84,420,166
2020,251692,"Pobla de Cérvoles, la",6,72,26,3,46,36,9,118,62
2020,081653,"Pobla de Claramunt, la",189,717,204,176,672,227,365,1389,431
2020,081666,"Pobla de Lillet, la",41,327,163,38,295,229,79,622,392
2020,431093,"Pobla de Mafumet, la",440,1435,142,404,1368,182,844,2803,324
2020,431107,"Pobla de Massaluca, la",19,103,58,12,77,48,31,180,106
2020,431114,"Pobla de Montornès, la",236,982,285,213,875,293,449,1857,578
2020,251713,"Pobla de Segur, la",221,946,348,196,892,440,417,1838,788
2020,431129,Poboleda,18,107,41,21,90,44,39,197,85
2020,081672,Polinyà,865,3018,437,848,2832,504,1713,5850,941
2020,431135,"Pont d'Armentera, el",24,156,69,25,135,79,49,291,148
2020,250306,"Pont de Bar, el",18,55,18,0,39,22,18,94,40
2020,171352,Pont de Molins,31,174,56,34,167,54,65,341,110
2020,251734,"Pont de Suert, el",171,752,205,158,704,267,329,1456,472
2020,081825,"Pont de Vilomara i Rocafort, el",338,1350,319,283,1243,374,621,2593,693
2020,431418,Pontils,3,37,26,6,35,15,9,72,41
2020,081688,Pontons,40,191,52,25,172,48,65,363,100
2020,171365,Pontós,23,92,26,18,72,29,41,164,55
2020,251728,Ponts,193,895,249,177,810,320,370,1705,569
2020,171371,Porqueres,375,1544,385,384,1527,462,759,3071,847
2020,431140,Porrera,17,166,40,22,121,58,39,287,98
2020,171404,"Port de la Selva, el",66,302,129,48,277,136,114,579,265
2020,171387,Portbou,33,319,169,49,289,204,82,608,373
2020,251749,"Portella, la",48,298,77,36,218,66,84,516,143
2020,431153,Pradell de la Teixeta,4,48,22,8,55,21,12,103,43
2020,431166,Prades,41,195,75,28,169,80,69,364,155
